ad_id,city_id,category_id,market,date_posted,date_expired,price_per_sqm,price,rooms_num
61478840,26,101,secondary,2/5/2021,2/17/2021,19588,999000,2
61542050,26,101,secondary,2/22/2021,3/24/2021,13313,473000,2
61480838,26,101,primary,2/6/2021,3/26/2021,7200,396000,3
61486745,26,101,secondary,2/8/2021,3/10/2021,39165,2440000,2
61590033,26,101,secondary,3/6/2021,3/29/2021,15003,699000,2
61491121,26,101,secondary,2/9/2021,3/11/2021,14838,549000,2
61543482,26,101,primary,2/23/2021,3/25/2021,11909,728800,3
61455795,26,101,secondary,2/1/2021,2/5/2021,9120,228000,1
61536812,26,101,primary,2/21/2021,3/15/2021,6950,485319,4
61461378,26,101,primary,2/2/2021,2/9/2021,9440,528081,3
61574789,26,101,secondary,3/3/2021,3/17/2021,16667,350000,1
61511349,1004,101,secondary,2/15/2021,2/19/2021,6184,235000,2
61531704,26,101,secondary,2/19/2021,3/12/2021,8571,450000,2
61514894,26,101,secondary,2/16/2021,3/18/2021,10830,509000,2
62806783,26,101,secondary,2/23/2022,5/24/2022,15782,1100000,3
62831690,26,101,secondary,3/2/2022,6/30/2022,12784,799000,3
62904116,26,101,primary,3/22/2022,6/20/2022,19542,1100000,3
62805567,26,101,secondary,2/22/2022,3/24/2022,15255,717000,2
62843005,26,101,secondary,3/4/2022,4/8/2022,14118,480000,2
62913116,26,101,primary,3/24/2022,6/22/2022,21826,600000,1
62840736,26,101,primary,3/4/2022,7/2/2022,13733,600000,2
61520357,26,101,secondary,2/17/2021,3/23/2021,10164,620000,2
61504892,26,101,primary,2/12/2021,3/14/2021,13056,235000,1
61563844,26,101,primary,2/28/2021,3/17/2021,11332,486831,2
61615185,26,101,secondary,3/12/2021,3/25/2021,8896,419000,3
61488020,26,101,secondary,2/9/2021,3/9/2021,11388,697500,2
61489567,1004,101,secondary,2/9/2021,2/19/2021,923,60000,2
61598371,26,101,secondary,3/9/2021,3/15/2021,10373,529000,3
61561038,26,101,primary,2/27/2021,3/29/2021,14192,369000,1
61525902,26,101,secondary,2/18/2021,3/15/2021,12975,1025000,4
61561911,26,101,primary,2/27/2021,3/10/2021,10579,625325,3
61616520,26,101,secondary,3/12/2021,3/16/2021,9887,524000,2
61560176,26,101,secondary,2/26/2021,3/30/2021,14544,669000,2
61508545,26,101,primary,2/14/2021,3/16/2021,10891,599000,3
61476565,26,101,primary,2/5/2021,3/30/2021,12309,620000,2
61491417,26,101,secondary,2/9/2021,3/11/2021,11791,790000,4
61566718,26,101,secondary,3/1/2021,3/11/2021,8100,550000,3
61564252,26,101,secondary,2/28/2021,3/30/2021,12297,455000,2
61610159,26,101,primary,3/11/2021,3/12/2021,8200,331280,2
61505328,26,101,primary,2/12/2021,3/3/2021,13494,845541,3
61502348,26,101,secondary,2/12/2021,3/27/2021,11119,745000,3
62887274,26,101,primary,3/17/2022,5/9/2022,16744,616000,2
62792465,26,101,secondary,2/19/2022,2/23/2022,8175,430000,2
62846324,1004,101,primary,3/6/2022,4/5/2022,8200,495116,5
62758473,26,101,secondary,2/10/2022,3/8/2022,13593,580000,2
62904854,26,101,secondary,3/22/2022,5/23/2022,14420,995000,2
62913140,26,101,primary,3/24/2022,6/22/2022,17582,900000,1
62726081,1004,101,secondary,2/2/2022,3/4/2022,5385,280000,3
62847986,1004,101,secondary,3/7/2022,4/28/2022,6778,329000,2
62851712,1004,101,secondary,3/7/2022,5/11/2022,8603,499000,2
62792519,26,101,secondary,2/19/2022,5/26/2022,14568,539000,1
62724819,26,101,secondary,2/1/2022,4/19/2022,12192,890000,3
62797016,1004,101,secondary,2/21/2022,2/28/2022,8243,305000,2
62835508,26,101,primary,3/3/2022,7/1/2022,10726,700000,3
62903943,26,101,primary,3/22/2022,5/21/2022,10714,1000000,4
62799646,26,101,secondary,2/21/2022,2/22/2022,9222,415000,2
62758232,26,101,secondary,2/10/2022,4/12/2022,8500,425000,3
62887675,26,101,secondary,3/17/2022,4/6/2022,13529,690000,2
62895526,26,101,secondary,3/19/2022,5/30/2022,19826,910000,2
62807213,26,101,secondary,2/23/2022,3/30/2022,11865,439000,2
62750233,26,101,secondary,2/9/2022,2/10/2022,18062,660000,2
62762823,26,101,secondary,2/11/2022,6/11/2022,17969,1150000,2
62843839,26,101,secondary,3/4/2022,3/14/2022,11036,653000,3
62822820,26,101,secondary,2/28/2022,3/30/2022,30057,3449647,2
62841253,26,101,primary,3/4/2022,4/3/2022,12774,355000,1
62910252,26,101,secondary,3/23/2022,3/31/2022,11650,699000,3
62746292,26,101,secondary,2/8/2022,2/16/2022,8578,350000,2
62882548,26,101,secondary,3/16/2022,4/14/2022,7981,830000,4
62750709,26,101,primary,2/9/2022,6/9/2022,11329,700000,3
62903842,26,101,primary,3/22/2022,6/20/2022,12394,700000,3
62796529,26,101,secondary,2/21/2022,6/21/2022,17815,1639000,4
62817396,26,101,secondary,2/25/2022,5/5/2022,21905,920000,2
61486089,26,101,secondary,2/8/2021,4/4/2022,34667,4680000,3
62799603,26,101,secondary,2/21/2022,2/22/2022,7843,400000,2
62877710,26,101,primary,3/15/2022,4/14/2022,9268,760000,4
61536787,1004,101,secondary,2/21/2021,2/11/2022,6404,365000,3
62871581,26,101,secondary,3/13/2022,3/21/2022,10769,420000,2
62785610,26,101,secondary,2/17/2022,6/16/2022,13800,1380000,2
62762321,26,101,secondary,2/11/2022,3/13/2022,15744,614000,2
62875177,26,101,secondary,3/14/2022,5/2/2022,11887,630000,3
62891310,26,101,secondary,3/18/2022,4/17/2022,13762,638000,2
62894793,1004,101,primary,3/18/2022,4/17/2022,7459,454223,4
62936394,26,101,secondary,3/30/2022,4/29/2022,20800,1300000,3
62776138,26,101,primary,2/15/2022,6/15/2022,16272,700000,2
62880516,1004,101,secondary,3/15/2022,5/19/2022,9360,439900,2
62844741,26,101,secondary,3/5/2022,4/7/2022,14358,480000,2
62928426,26,101,secondary,3/29/2022,6/27/2022,12095,370000,2
62799335,26,101,secondary,2/21/2022,6/21/2022,11213,650000,3
62730390,26,101,secondary,2/3/2022,2/22/2022,11644,850000,3
62934199,26,101,primary,3/30/2022,4/30/2022,12185,1133220,3
62929254,26,101,secondary,3/29/2022,4/28/2022,12389,1250000,4
62748815,1004,101,primary,2/8/2022,2/16/2022,8693,342000,2
62891436,1004,101,secondary,3/18/2022,5/5/2022,8232,299000,2
62935358,1004,101,primary,3/30/2022,6/28/2022,9500,932710,2
62732748,26,101,secondary,2/3/2022,6/11/2022,10560,490000,2
62809070,26,101,secondary,2/23/2022,3/11/2022,11990,1259000,5
62737795,26,101,primary,2/5/2022,6/1/2022,7500,423525,3
62810808,26,101,secondary,2/24/2022,6/24/2022,31415,3330000,3
62745103,26,101,secondary,2/7/2022,5/17/2022,10614,467000,2
62821890,26,101,secondary,2/28/2022,2/28/2022,7487,525000,3
62863431,26,101,primary,3/10/2022,6/8/2022,12800,640000,3
62909112,26,101,secondary,3/23/2022,4/22/2022,11300,339000,2
62779606,26,101,primary,2/16/2022,6/16/2022,13469,900000,3
62913115,26,101,primary,3/24/2022,6/22/2022,19169,1800000,4
62805351,26,101,primary,2/22/2022,3/15/2022,7825,625989,4
62873114,26,101,secondary,3/14/2022,5/23/2022,15000,720000,2
62883107,26,101,secondary,3/16/2022,3/28/2022,15848,897000,3
62907533,26,101,secondary,3/23/2022,4/22/2022,14900,689274,2
62873713,26,101,secondary,3/14/2022,5/14/2022,13988,584000,2
62874799,26,101,secondary,3/14/2022,6/24/2022,14500,1537000,4
62835751,26,101,secondary,3/3/2022,5/23/2022,13623,940000,3
62763073,26,101,secondary,2/11/2022,6/11/2022,7945,999000,3
62745257,26,101,secondary,2/7/2022,2/18/2022,15093,350000,1
62826255,26,101,primary,3/1/2022,6/29/2022,15800,935202,3
62833898,26,101,secondary,3/2/2022,5/23/2022,11974,455000,2
62935168,1004,101,primary,3/30/2022,6/28/2022,7000,536340,4
62816723,26,101,secondary,2/25/2022,3/4/2022,13800,995000,4
62842804,26,101,secondary,3/4/2022,3/21/2022,14500,435000,1
62783486,26,101,primary,2/17/2022,3/1/2022,12045,529999,2
62825707,26,101,secondary,2/28/2022,3/30/2022,13846,540000,2
62789445,26,101,primary,2/18/2022,6/18/2022,24839,1000000,2
62780142,1004,101,secondary,2/16/2022,5/13/2022,6131,242000,1
62790896,26,101,secondary,2/18/2022,4/25/2022,16071,450000,1
62838627,26,101,primary,3/3/2022,4/2/2022,9900,529848,3
62875844,26,101,primary,3/14/2022,4/11/2022,10537,656121,4
62785790,26,101,secondary,2/17/2022,4/8/2022,13300,498750,2
62810382,26,101,secondary,2/23/2022,3/25/2022,15927,1185000,3
62904008,26,101,primary,3/22/2022,6/20/2022,17902,1200000,3
61456781,26,101,secondary,2/1/2021,2/10/2021,18037,689000,1
62743646,1004,101,secondary,2/7/2022,6/11/2022,8756,1040000,4
62894402,26,101,primary,3/18/2022,4/17/2022,9498,605000,4
62899939,26,101,secondary,3/21/2022,3/25/2022,10000,430000,1
62751407,26,101,primary,2/9/2022,6/11/2022,12674,900000,4
62740727,26,101,secondary,2/6/2022,4/7/2022,11859,370000,1
62914215,26,101,primary,3/24/2022,6/22/2022,13416,500000,2
62921065,26,101,primary,3/26/2022,5/25/2022,11894,638000,3
62904135,26,101,primary,3/22/2022,6/20/2022,17329,1200000,3
62788988,26,101,primary,2/18/2022,3/20/2022,8647,652355,4
62847852,26,101,secondary,3/7/2022,7/5/2022,16361,1070000,3
62779996,26,101,secondary,2/16/2022,3/15/2022,9520,1190000,4
62875288,26,101,primary,3/14/2022,3/17/2022,9729,790000,4
62898147,26,101,secondary,3/20/2022,4/19/2022,16077,1090000,3
62833581,1004,101,secondary,3/2/2022,4/19/2022,6087,175000,1
62920998,26,101,secondary,3/26/2022,4/7/2022,11846,770000,3
62911355,26,101,secondary,3/23/2022,6/21/2022,14491,899000,3
62817025,26,101,primary,2/25/2022,3/30/2022,11900,940000,4
62738794,26,101,secondary,2/5/2022,3/7/2022,13920,735000,2
62802651,26,101,secondary,2/22/2022,3/21/2022,12831,775000,3
62747064,26,101,secondary,2/8/2022,4/13/2022,9725,530000,4
62896079,26,101,primary,3/19/2022,5/12/2022,11005,489500,2
62845999,1004,101,primary,3/6/2022,4/5/2022,7478,381400,4
62905188,26,101,secondary,3/22/2022,3/28/2022,22340,1050000,2
62846985,26,101,primary,3/6/2022,7/4/2022,11723,691866,3
62746499,26,101,primary,2/8/2022,2/24/2022,16427,279264,1
62829140,26,101,secondary,3/1/2022,3/31/2022,14182,780000,3
62914256,26,101,primary,3/24/2022,5/23/2022,13437,500000,2
62826318,26,101,primary,3/1/2022,6/29/2022,19456,808000,1
62773776,26,101,secondary,2/15/2022,2/22/2022,15867,1270000,3
62757131,26,101,primary,2/10/2022,6/10/2022,14646,500000,1
62767478,26,101,primary,2/14/2022,4/15/2022,9600,449472,2
62787658,1004,101,primary,2/18/2022,4/19/2022,12195,500000,2
62878219,26,101,primary,3/15/2022,4/14/2022,20179,542000,1
62744477,26,101,primary,2/7/2022,7/7/2022,19275,2505700,4
62741623,1004,101,primary,2/7/2022,3/10/2022,5127,565000,4
62819462,26,101,secondary,2/26/2022,3/23/2022,11786,495000,2
62840408,26,101,secondary,3/4/2022,5/19/2022,9796,529000,3
62808654,26,101,primary,2/23/2022,3/25/2022,10721,860769,3
62818080,1004,101,primary,2/25/2022,3/27/2022,7914,402493,3
62889362,26,101,secondary,3/17/2022,4/15/2022,14729,408000,1
62912838,26,101,secondary,3/24/2022,6/22/2022,15073,829000,2
61532114,26,101,primary,2/19/2021,3/21/2021,12879,850000,3
61573794,26,101,primary,3/2/2021,3/12/2021,8566,558486,3
61482985,26,101,primary,2/7/2021,2/9/2021,9119,417000,2
61483080,26,101,secondary,2/8/2021,2/9/2021,13471,1053000,3
61509894,26,101,secondary,2/15/2021,3/15/2021,9467,480000,2
61494666,26,101,secondary,2/10/2021,3/17/2021,10377,550000,3
61461804,26,101,primary,2/2/2021,3/11/2021,11626,1352080,4
61475452,26,101,secondary,2/5/2021,2/9/2021,12800,320000,1
61549356,1004,101,primary,2/24/2021,2/26/2021,8367,217553,1
61507876,26,101,primary,2/13/2021,3/1/2021,7600,307040,2
61497604,1004,101,secondary,2/11/2021,3/8/2021,370,40000,3
61544816,26,101,secondary,2/23/2021,3/3/2021,13125,525000,2
61606169,1004,101,primary,3/10/2021,7/8/2021,6200,287804,3
61561132,26,101,secondary,2/27/2021,3/28/2021,10383,1900000,5
61529590,26,101,primary,2/19/2021,3/21/2021,10694,462000,2
61460255,26,101,secondary,2/2/2021,2/23/2021,10313,1650000,4
61524813,26,101,secondary,2/18/2021,3/20/2021,14956,999500,3
61581238,26,101,primary,3/4/2021,3/17/2021,10194,504900,2
61502111,26,101,primary,2/12/2021,3/14/2021,8000,296000,2
61510380,26,101,secondary,2/15/2021,2/25/2021,8803,500000,3
61459835,26,101,secondary,2/1/2021,3/29/2021,15386,677000,2
61512072,26,101,secondary,2/15/2021,2/16/2021,10000,620000,3
61497984,26,101,secondary,2/11/2021,3/13/2021,9211,525000,3
61475470,26,101,secondary,2/5/2021,3/7/2021,15844,507000,2
61533158,26,101,secondary,2/19/2021,3/21/2021,17044,980000,2
61455200,26,101,primary,2/1/2021,3/3/2021,9390,824160,2
61555890,1004,101,secondary,2/25/2021,3/27/2021,7030,360000,3
61515645,1004,101,secondary,2/16/2021,3/18/2021,6527,289000,2
61505105,26,101,secondary,2/12/2021,3/14/2021,8752,659000,4
62859914,26,101,primary,3/9/2022,4/8/2022,10899,567400,3
61619212,26,101,primary,3/13/2021,4/13/2022,13349,515000,2
62799480,26,101,secondary,2/21/2022,2/22/2022,8929,375000,2
62897840,26,101,secondary,3/20/2022,4/19/2022,16574,1790000,4
62804514,26,101,secondary,2/22/2022,3/23/2022,11905,375000,2
62791863,26,101,secondary,2/19/2022,3/21/2022,4800,648000,5
62904367,26,101,secondary,3/22/2022,5/21/2022,16429,575000,2
62821405,1004,101,secondary,2/27/2022,4/16/2022,8192,299000,2
62845274,26,101,secondary,3/5/2022,3/14/2022,9506,789000,4
62846017,26,101,secondary,3/6/2022,4/5/2022,14160,770000,3
62766250,26,101,secondary,2/13/2022,3/21/2022,14962,389000,1
62803463,1004,101,primary,2/22/2022,6/22/2022,8949,400000,2
62922705,26,101,primary,3/27/2022,4/21/2022,13200,739992,3
62818987,26,101,secondary,2/26/2022,3/28/2022,13422,619000,2
62767077,26,101,secondary,2/13/2022,6/22/2022,14000,672000,2
62892053,1004,101,secondary,3/18/2022,3/21/2022,6113,349000,3
62856556,26,101,primary,3/9/2022,6/7/2022,14900,1828379,4
62793697,1004,101,secondary,2/20/2022,5/5/2022,6452,340000,3
62846913,26,101,secondary,3/6/2022,6/3/2022,13559,880000,2
62863394,26,101,primary,3/10/2022,6/8/2022,14276,600000,2
62776260,26,101,primary,2/15/2022,3/17/2022,15696,800000,2
62735575,26,101,primary,2/4/2022,3/6/2022,8602,671877,4
62727878,26,101,secondary,2/2/2022,3/4/2022,21143,740000,2
62778715,26,101,primary,2/16/2022,3/18/2022,8639,719149,4
62927576,26,101,secondary,3/29/2022,4/28/2022,18378,680000,2
62759267,26,101,primary,2/11/2022,3/14/2022,10717,780000,4
62845192,26,101,primary,3/5/2022,3/29/2022,11025,777293,3
62800004,26,101,secondary,2/21/2022,2/22/2022,6980,356000,2
62931190,1004,101,secondary,3/29/2022,4/28/2022,5625,225000,2
62776226,26,101,primary,2/15/2022,6/15/2022,13966,700000,2
62826291,26,101,primary,3/1/2022,6/29/2022,15138,700000,2
62904251,26,101,primary,3/22/2022,6/20/2022,10862,1200000,5
62817300,26,101,secondary,2/25/2022,3/27/2022,25000,2900000,4
62935977,26,101,secondary,3/30/2022,6/28/2022,9708,920000,4
62816478,1004,101,secondary,2/25/2022,6/4/2022,11580,799000,3
62810791,26,101,secondary,2/24/2022,3/9/2022,17490,460000,1
62914318,26,101,primary,3/24/2022,4/23/2022,13374,700000,2
62778740,26,101,primary,2/16/2022,3/18/2022,8795,793686,4
62811367,1004,101,secondary,2/24/2022,3/26/2022,6872,309250,2
62826119,26,101,secondary,3/1/2022,4/25/2022,16322,710000,2
62886049,1004,101,primary,3/16/2022,6/2/2022,9314,950000,4
62891552,1004,101,secondary,3/18/2022,7/7/2022,6622,298000,2
62761322,1004,101,secondary,2/11/2022,4/16/2022,6032,380000,3
61569917,26,101,primary,3/2/2021,3/21/2021,8924,453974,3
61556409,26,101,primary,2/26/2021,3/8/2021,10302,440000,2
61654764,26,101,secondary,3/22/2021,3/25/2021,12022,440000,2
61517656,26,101,secondary,2/16/2021,2/23/2021,11429,413739,1
61549077,26,101,secondary,2/24/2021,3/24/2021,17091,470000,1
61516841,26,101,primary,2/16/2021,3/18/2021,10755,285000,1
61523134,26,101,secondary,2/17/2021,3/19/2021,10395,395000,2
61495543,26,101,secondary,2/10/2021,2/11/2021,12500,437500,1
61539175,26,101,secondary,2/22/2021,3/24/2021,9211,350000,2
61561529,26,101,secondary,2/27/2021,3/29/2021,12916,610000,2
61581005,26,101,primary,3/4/2021,3/24/2021,6646,356900,3
61513120,26,101,secondary,2/15/2021,3/1/2021,8547,659000,4
61644234,26,101,primary,3/19/2021,3/30/2021,11357,832492,4
61469699,26,101,secondary,2/3/2021,2/27/2021,8229,567000,3
61610092,26,101,primary,3/11/2021,4/20/2022,10713,724000,3
62886915,26,101,primary,3/17/2022,4/16/2022,8886,430595,2
62799931,26,101,secondary,2/21/2022,2/22/2022,10000,750000,3
62908411,26,101,secondary,3/23/2022,4/28/2022,12857,990000,4
62752525,26,101,secondary,2/9/2022,3/12/2022,15824,720000,2
61603690,26,101,secondary,3/10/2021,3/25/2021,11000,462000,2
61514417,26,101,secondary,2/16/2021,2/25/2021,9474,540000,3
61505962,26,101,secondary,2/12/2021,2/17/2021,10148,547000,3
61479311,26,101,secondary,2/6/2021,3/4/2021,12046,530000,2
61546060,26,101,secondary,2/23/2021,3/25/2021,10638,500000,2
61517461,26,101,secondary,2/16/2021,2/20/2021,10839,620000,3
61531384,1004,101,primary,2/19/2021,3/11/2021,6939,283744,2
61599503,26,101,primary,3/9/2021,3/16/2021,9635,730626,3
61495469,26,101,secondary,2/10/2021,2/26/2021,12963,480000,2
61597861,26,101,primary,3/8/2021,3/25/2021,10671,461000,2
61474224,26,101,primary,2/4/2021,3/6/2021,10850,332661,1
61543638,26,101,secondary,2/23/2021,3/25/2021,9366,399000,2
61538758,1004,101,secondary,2/22/2021,3/2/2021,782,43000,3
61458012,26,101,primary,2/1/2021,3/3/2021,7973,295000,2
61532908,26,101,secondary,2/19/2021,3/5/2021,13154,607700,3
61600517,26,101,secondary,3/9/2021,3/25/2021,11500,425500,1
61546372,1004,101,primary,2/23/2021,3/25/2021,6782,332300,3
61513034,26,101,secondary,2/15/2021,3/10/2021,12688,820420,3
61475756,26,101,secondary,2/5/2021,3/4/2021,9792,470000,2
61478464,26,101,primary,2/5/2021,3/7/2021,11211,472544,2
61511371,26,101,secondary,2/15/2021,3/9/2021,14000,490000,2
61544414,26,101,secondary,2/23/2021,3/23/2021,12404,645000,2
61610145,26,101,primary,3/11/2021,3/22/2021,8200,529556,3
61538793,26,101,secondary,2/22/2021,3/24/2021,15882,916400,2
61478782,1004,101,secondary,2/5/2021,3/7/2021,6748,200000,1
61487897,26,101,primary,2/9/2021,7/8/2021,11184,630200,2
61480460,26,101,secondary,2/6/2021,3/26/2021,9782,449000,2
61484390,26,101,primary,2/8/2021,6/8/2021,10579,625300,3
61462031,26,101,secondary,2/2/2021,3/10/2021,10565,655000,2
61592878,26,101,primary,3/7/2021,3/11/2021,10096,726707,3
61474414,26,101,primary,2/4/2021,3/6/2021,11065,509000,2
61551814,26,101,primary,2/25/2021,3/27/2021,6456,368000,3
61540572,26,101,secondary,2/22/2021,3/3/2021,18062,699000,2
61581158,26,101,secondary,3/4/2021,3/25/2021,11702,550000,4
62751155,26,101,primary,2/9/2022,6/25/2022,14426,840000,3
62910033,26,101,secondary,3/23/2022,4/20/2022,16184,430000,1
62812096,26,101,primary,2/24/2022,2/28/2022,11067,996000,4
62787646,1004,101,primary,2/18/2022,6/18/2022,9589,700000,3
62894984,1004,101,primary,3/18/2022,6/16/2022,9600,338208,1
62878691,26,101,secondary,3/15/2022,4/19/2022,15355,605000,2
62874186,1004,101,primary,3/14/2022,5/13/2022,7500,422925,3
62923478,26,101,secondary,3/28/2022,4/27/2022,18206,619000,2
62866787,26,101,secondary,3/11/2022,5/5/2022,17139,1499000,3
62875353,26,101,primary,3/14/2022,6/12/2022,19571,3053000,4
62731967,1004,101,primary,2/3/2022,7/3/2022,8623,600000,3
62837907,26,101,secondary,3/3/2022,4/19/2022,16488,1368510,3
62792874,1004,101,secondary,2/19/2022,3/21/2022,7750,372000,3
62820706,1004,101,secondary,2/27/2022,4/21/2022,6250,250000,2
62799551,26,101,secondary,2/21/2022,2/22/2022,9100,455000,2
62899622,26,101,primary,3/21/2022,4/20/2022,12650,717008,3
62766721,26,101,secondary,2/13/2022,3/15/2022,11647,990000,4
62730436,26,101,secondary,2/3/2022,7/3/2022,10617,499000,3
62883773,26,101,primary,3/16/2022,6/14/2022,20236,824000,2
62904363,26,101,primary,3/22/2022,5/21/2022,13717,600000,2
62828615,26,101,secondary,3/1/2022,5/11/2022,13934,510000,2
62863565,26,101,secondary,3/10/2022,4/9/2022,14797,690000,2
62825004,26,101,primary,2/28/2022,3/30/2022,9300,331917,2
62747886,26,101,secondary,2/8/2022,3/22/2022,9317,559000,2
62779777,26,101,primary,2/16/2022,3/2/2022,11473,774999,3
62826443,26,101,primary,3/1/2022,7/6/2022,22565,1052000,2
62856022,26,101,secondary,3/8/2022,5/7/2022,10500,585900,3
62741079,26,101,secondary,2/6/2022,3/8/2022,11759,635000,2
62836183,26,101,primary,3/3/2022,7/1/2022,11385,600000,3
62880790,26,101,secondary,3/15/2022,6/13/2022,14000,769999,3
62763248,26,101,secondary,2/11/2022,2/26/2022,21792,839000,1
62794978,26,101,secondary,2/20/2022,4/15/2022,12083,580000,2
62848882,26,101,primary,3/7/2022,7/5/2022,9054,400000,3
62838851,1004,101,secondary,3/3/2022,7/1/2022,7096,290000,2
62836295,26,101,primary,3/3/2022,7/1/2022,12225,500000,2
62910796,26,101,secondary,3/23/2022,6/21/2022,10746,422000,2
62804807,26,101,secondary,2/22/2022,3/11/2022,13250,318000,1
62797090,1004,101,primary,2/21/2022,3/23/2022,8300,408526,3
62780434,26,101,secondary,2/16/2022,3/15/2022,14146,348000,1
62930280,26,101,secondary,3/29/2022,5/28/2022,15114,529000,2
62887486,26,101,secondary,3/17/2022,7/3/2022,14146,580000,2
62925062,26,101,secondary,3/28/2022,6/26/2022,16237,630000,2
62826428,26,101,primary,3/1/2022,6/29/2022,21380,889000,2
62736093,26,101,secondary,2/4/2022,2/25/2022,14456,521000,2
62846916,26,101,secondary,3/6/2022,4/5/2022,16495,960000,2
62919552,1004,101,secondary,3/25/2022,6/1/2022,7709,346900,2
62815118,26,101,secondary,2/25/2022,5/19/2022,10353,499000,3
62795081,26,101,secondary,2/21/2022,3/4/2022,12825,858000,2
62852385,26,101,secondary,3/8/2022,5/8/2022,12482,699000,5
62906821,26,101,primary,3/22/2022,4/21/2022,12748,648469,2
62747404,26,101,secondary,2/8/2022,2/23/2022,12566,645000,2
62814586,26,101,secondary,2/25/2022,3/15/2022,17322,850000,3
62750746,26,101,primary,2/9/2022,6/9/2022,11939,500000,2
62931193,1004,101,secondary,3/29/2022,4/25/2022,6974,265000,2
62789437,26,101,primary,2/18/2022,6/18/2022,23700,1800000,3
62872259,26,101,secondary,3/13/2022,4/12/2022,13458,755000,2
62903928,26,101,primary,3/22/2022,6/20/2022,11231,700000,3
62802400,26,101,primary,2/22/2022,6/22/2022,8889,640000,4
62826639,26,101,secondary,3/1/2022,6/30/2022,9494,750000,3
62906527,26,101,secondary,3/22/2022,5/19/2022,24038,2500000,4
62757163,26,101,primary,2/10/2022,6/10/2022,14242,800000,3
62869472,1004,101,secondary,3/12/2022,4/11/2022,6398,319900,3
62786450,26,101,primary,2/18/2022,4/5/2022,17390,665000,2
62802760,26,101,secondary,2/22/2022,3/25/2022,13419,785000,2
62825986,26,101,secondary,3/1/2022,5/14/2022,12716,779000,4
62895742,1004,101,secondary,3/19/2022,4/18/2022,7889,426000,3
62747572,26,101,secondary,2/8/2022,2/17/2022,18000,900000,2
62826219,26,101,primary,3/1/2022,6/29/2022,15500,1006570,3
62906292,26,101,primary,3/22/2022,4/21/2022,14130,740977,2
62867829,26,101,secondary,3/11/2022,4/8/2022,18000,450000,1
62766238,26,101,secondary,2/13/2022,4/11/2022,11637,839000,3
62906592,26,101,secondary,3/22/2022,4/25/2022,10902,566900,2
62787209,1004,101,primary,2/18/2022,6/18/2022,10231,500000,2
62799194,26,101,secondary,2/21/2022,4/28/2022,7044,479000,3
62776208,26,101,primary,2/15/2022,6/15/2022,16327,600000,2
62881874,26,101,secondary,3/16/2022,4/15/2022,12358,655000,3
62841723,26,101,primary,3/4/2022,4/3/2022,10283,545000,3
62813502,1004,101,secondary,2/24/2022,6/24/2022,7393,289000,2
62821377,26,101,secondary,2/27/2022,4/21/2022,14154,920000,3
62813578,26,101,primary,2/24/2022,3/26/2022,9700,610712,3
62757236,26,101,primary,2/10/2022,5/11/2022,12811,1000000,4
62720641,26,101,primary,2/1/2022,7/1/2022,18776,1809100,4
62756306,26,101,secondary,2/10/2022,5/31/2022,11019,584000,2
62826297,26,101,primary,3/1/2022,6/30/2022,15709,700000,2
61479736,26,101,primary,2/6/2021,3/8/2021,11065,509000,2
61510473,26,101,secondary,2/15/2021,3/17/2021,10745,649000,3
61589508,26,101,primary,3/6/2021,3/17/2021,12156,408697,1
61563506,26,101,primary,2/28/2021,3/30/2021,20341,669000,1
61473810,26,101,secondary,2/4/2021,2/16/2021,17059,580000,1
61528645,26,101,primary,2/18/2021,3/20/2021,18062,699000,2
61576031,26,101,secondary,3/3/2021,3/8/2021,13947,530000,2
61560171,26,101,secondary,2/26/2021,3/28/2021,12253,919000,4
61474899,26,101,secondary,2/5/2021,3/7/2021,12943,690489,3
61536464,26,101,secondary,2/21/2021,3/23/2021,12000,672000,2
61600904,26,101,primary,3/9/2021,3/9/2021,7422,454079,4
61612005,26,101,secondary,3/11/2021,3/18/2021,9990,1005000,4
61520193,26,101,secondary,2/17/2021,3/25/2021,12333,370000,2
61523866,26,101,secondary,2/17/2021,2/28/2021,14976,1550000,3
61636757,26,101,secondary,3/17/2021,3/25/2021,11136,490000,2
61530864,26,101,secondary,2/19/2021,3/19/2021,11357,329000,1
61467759,26,101,secondary,2/3/2021,2/25/2021,11889,384000,2
61519713,26,101,secondary,2/17/2021,3/4/2021,17206,1170000,3
61523724,26,101,secondary,2/17/2021,3/1/2021,10780,535000,2
61492474,26,101,secondary,2/10/2021,3/12/2021,11816,449000,2
61493216,26,101,primary,2/10/2021,3/12/2021,8027,297000,2
61545545,26,101,secondary,2/23/2021,3/3/2021,13694,849000,3
61476442,26,101,secondary,2/5/2021,2/25/2021,9688,514450,3
61629926,26,101,primary,3/16/2021,3/30/2021,11220,410540,1
62822652,1004,101,secondary,2/28/2022,3/16/2022,7368,280000,2
62824235,1004,101,secondary,2/28/2022,4/28/2022,4611,238046,2
62905746,26,101,primary,3/22/2022,6/20/2022,31360,800000,1
62762290,26,101,secondary,2/11/2022,6/3/2022,11255,529000,2
62738838,26,101,secondary,2/5/2022,4/25/2022,15954,560000,2
62888293,26,101,secondary,3/17/2022,5/16/2022,13243,490000,2
62768105,26,101,primary,2/14/2022,3/29/2022,13195,574000,2
62925813,26,101,secondary,3/28/2022,6/26/2022,9872,965000,4
62855741,26,101,secondary,3/8/2022,4/8/2022,11455,630000,3
